Option,Group,GroupName
Waldbrandwarnstufe,-1,Waldbrandwarnstufe
Wasser Kühlung/Heizer,-1,Wasser Kühlung/Heizer
Wasser Leitfähigkeit,-1,Wasser Leitfähigkeit
PM2.5nc,-1,PM2.5nc
PM2.5Color,-1,PM2.5Color
"pm2.5, pm25, p2.5, p25, p2",-1,"pm2.5, pm25, p2.5, p25, p2"
Wasser pH,-1,Wasser pH
PM2.5 pył zawieszony,-1,PM2.5 pył zawieszony
PM2.5 Momentanwert,-1,PM2.5 Momentanwert
Wasser Reserve,-1,Wasser Reserve
Wasser Sauerstoffgehalt,-1,Wasser Sauerstoffgehalt
PM2.5 Hourly Average,-1,PM2.5 Hourly Average
PM2.5 fijn stof,-1,PM2.5 fijn stof
PM2.5 env,-1,PM2.5 env
PM2.5 Daily Average,-1,PM2.5 Daily Average
PM2.5 30 min. Mittelwert,-1,PM2.5 30 min. Mittelwert
"PM2.5 (weniger als 2,5 Mikrometer)",-1,"PM2.5 (weniger als 2,5 Mikrometer)"
Wasserdampfkonzentration,-1,Wasserdampfkonzentration
Wasserdruck,-1,Wasserdruck
Wassermelder,-1,Wassermelder
rel. Feuchtigkeit (aussen),-1,rel. Feuchtigkeit (aussen)
Tempreature,-1,Tempreature
Temptest,-1,Temptest
Suhteellinen kosteus,-1,Suhteellinen kosteus
stikstof,-1,stikstof
Strahlenbelastung,-1,Strahlenbelastung
Strahlung,-1,Strahlung
Strom,-1,Strom
Strömungsgeschwindigkeit,-1,Strömungsgeschwindigkeit
SCD30_temperature,-1,SCD30_temperature
SCD30_T,-1,SCD30_T
SCD30_humidity,-1,SCD30_humidity
SCD30_H,-1,SCD30_H
Sturmstärke,-1,Sturmstärke
SVM30_co2,-1,SVM30_co2
Taupunkt (SHT31),-1,Taupunkt (SHT31)
SVM30_ethanol,-1,SVM30_ethanol
SVM30_h2,-1,SVM30_h2
SCD30 - Temperature,-1,SCD30 - Temperature
SCD30 - Humidity,-1,SCD30 - Humidity
SVM30_humidity,-1,SVM30_humidity
SVM30_tempearture,-1,SVM30_tempearture
SVM30_temperature,-1,SVM30_temperature
Saugspannungf im Boden,-1,Saugspannungf im Boden
Sauerstoffsättigung (DO),-1,Sauerstoffsättigung (DO)
SVM30_tvoc,-1,SVM30_tvoc
Stickstoffdioxid,-1,Stickstoffdioxid
Stickoxid µg/m³,-1,Stickoxid µg/m³
Stickoxid,-1,Stickoxid
Staub 2.5µm,-1,Staub 2.5µm
SPS30_TS,-1,SPS30_TS
Schwarzer Temperaturfühler,-1,Schwarzer Temperaturfühler
SQM,-1,SQM
Stand,-1,Stand
Schallpegel,-1,Schallpegel
Schalldruckpegel,-1,Schalldruckpegel
Schall,-1,Schall
SCD41B_T,-1,SCD41B_T
SCD41B_H,-1,SCD41B_H
Stapellicht,-1,Stapellicht
Starkregen,-1,Starkregen
Start counter,-1,Start counter
SCD41B_CO2,-1,SCD41B_CO2
SCD41A_T,-1,SCD41A_T
SCD41A_H,-1,SCD41A_H
SCD41A_CO2,-1,SCD41A_CO2
Static IAQ,-1,Static IAQ
Status,-1,Status
Staub,-1,Staub
Staub 10 µm,-1,Staub 10 µm
Staub 10µm,-1,Staub 10µm
Sauerstoffkonzentration,-1,Sauerstoffkonzentration
Sapflow_raw,-1,Sapflow_raw
s,-1,s
"T0, probe 0 temperature",-1,"T0, probe 0 temperature"
"T1, air at groud level",-1,"T1, air at groud level"
"T1, probe 1 temperature",-1,"T1, probe 1 temperature"
relative Luftfeuchtigkeit (am CO2 Sensor),-1,relative Luftfeuchtigkeit (am CO2 Sensor)
T2 Temperature,-1,T2 Temperature
"T2, pond #26, last but one stage",-1,"T2, pond #26, last but one stage"
relative Luftfeuchtichkeit,-1,relative Luftfeuchtichkeit
"T2, pond #30N (lower half)",-1,"T2, pond #30N (lower half)"
T3 Temperature,-1,T3 Temperature
"T3, pond #26, last stage",-1,"T3, pond #26, last stage"
"T3, pond #30S (upper half)",-1,"T3, pond #30S (upper half)"
"T3, pond #4",-1,"T3, pond #4"
T5 Temperature,-1,T5 Temperature
TagesLeistung,-1,TagesLeistung
Tagesniederschlag,-1,Tagesniederschlag
Tagesregenmenge,-1,Tagesregenmenge
TAMP3,-1,TAMP3
relative Feuchtigkeit,-1,relative Feuchtigkeit
relative Feuchte im Raum,-1,relative Feuchte im Raum
relative Feuchte,-1,relative Feuchte
Tankfüllstand,-1,Tankfüllstand
Tau Punkt / Dew Point,-1,Tau Punkt / Dew Point
T06,-1,T06
T,-1,T
RSSI Qualität,-1,RSSI Qualität
relativer Luftdruck bei NN,-1,relativer Luftdruck bei NN
RSSI (Empfangsstärke am Gateway),-1,RSSI (Empfangsstärke am Gateway)
switch Tensio analog,-1,switch Tensio analog
SWW Licht,-1,SWW Licht
SWW Luftdruck BME680,-1,SWW Luftdruck BME680
Roter Temperaturfühler,-1,Roter Temperaturfühler
Room temperature,-1,Room temperature
Roll vom Magnetkompass Winkel zwischen West- Ost zur Horizontalen,-1,Roll vom Magnetkompass Winkel zwischen West- Ost zur Horizontalen
Rohwert,-1,Rohwert
Rl Luftfeuchtigkeit,-1,Rl Luftfeuchtigkeit
Risk of Infection(Testing data),-1,Risk of Infection(Testing data)
right nozzle,-1,right nozzle
Richtung der Helligkeit,-1,Richtung der Helligkeit
RH,-1,RH
SWW Temperatur BME680,-1,SWW Temperatur BME680
SWW Temperatur SHT31,-1,SWW Temperatur SHT31
SWW UV,-1,SWW UV
System - Computer via USB connected,-1,System - Computer via USB connected
System - Started / Restarted,-1,System - Started / Restarted
System Leistung,-1,System Leistung
RelHumidity,-1,RelHumidity
relativer Luftdruck bezogen auf Meereshöhe,-1,relativer Luftdruck bezogen auf Meereshöhe
SPS30_P10,-1,SPS30_P10
SPS30_P1,-1,SPS30_P1
SPS30_P0,-1,SPS30_P0
SFA30_humidity,-1,SFA30_humidity
Sensorversorgung,-1,Sensorversorgung
Sensortemperatur,-1,Sensortemperatur
Soil moisture - Gaetan's plant,-1,Soil moisture - Gaetan's plant
Soil moisture - middle plant,-1,Soil moisture - middle plant
Soil temperature,-1,Soil temperature
Solar charger - Battery voltage (10600mAh),-1,Solar charger - Battery voltage (10600mAh)
Solar charger - Solar panel voltage (EDI-TRONIC 30W),-1,Solar charger - Solar panel voltage (EDI-TRONIC 30W)
Solar delta,-1,Solar delta
sensor9,-1,sensor9
sensor8,-1,sensor8
sensor6,-1,sensor6
sensor5,-1,sensor5
Solar Irradiance,-1,Solar Irradiance
Solar Leistung,-1,Solar Leistung
Solar panel,-1,Solar panel
Solar production,-1,Solar production
Solar Radiation,-1,Solar Radiation
Solar Spannung,-1,Solar Spannung
sensor10,-1,sensor10
Solar-Voltage,-1,Solar-Voltage
SolarAmp,-1,SolarAmp
SFA30_hcho,-1,SFA30_hcho
SFA30_temperature,-1,SFA30_temperature
SealevelPressure,-1,SealevelPressure
Soil moisture - Dan's plant,-1,Soil moisture - Dan's plant
SHT85_6 Luftfeuchte A,-1,SHT85_6 Luftfeuchte A
SHT85_6 Lufttemperatur A,-1,SHT85_6 Lufttemperatur A
SI7021 Luftfeuchte,-1,SI7021 Luftfeuchte
SI7021 Temp,-1,SI7021 Temp
Sichtbares Licht,-1,Sichtbares Licht
Signalstaerke,-1,Signalstaerke
Signalstärke,-1,Signalstärke
Signalstärke (RSSI),-1,Signalstärke (RSSI)
Siła wifi,-1,Siła wifi
Sleep Time,-1,Sleep Time
SHT3X_temperature,-1,SHT3X_temperature
SHT31_temperature,-1,SHT31_temperature
SHT31_humidity,-1,SHT31_humidity
SMOG,-1,SMOG
SMT50 Moisture,-1,SMT50 Moisture
SMT50 Temp,-1,SMT50 Temp
SNR,-1,SNR
Soil,-1,Soil
Soil fertility,-1,Soil fertility
Soil moisture (30-sec average),-1,Soil moisture (30-sec average)
Soil moisture (now),-1,Soil moisture (now)
SolarBattery,-1,SolarBattery
SDS_P2,-1,SDS_P2
SPS30_N25,-1,SPS30_N25
Southeast roof shingles temperature,-1,Southeast roof shingles temperature
Spannung,-1,Spannung
Spannung Batterie,-1,Spannung Batterie
Spannung Solarzelle,-1,Spannung Solarzelle
Spannung uC,-1,Spannung uC
spare,-1,spare
spare1,-1,spare1
spare2,-1,spare2
spare3,-1,spare3
spare4,-1,spare4
spare5,-1,spare5
SpareVar01,-1,SpareVar01
SDS011 - PM10 - particulate matter,-1,SDS011 - PM10 - particulate matter
SpareVar02,-1,SpareVar02
SpareVar03,-1,SpareVar03
"Spr,Fakt.",-1,"Spr,Fakt."
sdgoier,-1,sdgoier
Schwüle,-1,Schwüle
Spread (Taupunktdifferenz),-1,Spread (Taupunktdifferenz)
SPS30,-1,SPS30
SPS30_N1,-1,SPS30_N1
SPS30_N10,-1,SPS30_N10
Southwest roof shingles temperature,-1,Southwest roof shingles temperature
Soundlevel,-1,Soundlevel
Solare Globalstrahlung,-1,Solare Globalstrahlung
Sonnenuntergang,-1,Sonnenuntergang
Solarpanel,-1,Solarpanel
SDS_P1,-1,SDS_P1
SDS011_p25,-1,SDS011_p25
SDS011_P2.5,-1,SDS011_P2.5
SolarPowerOK,-1,SolarPowerOK
Solarstrahlungssensor,-1,Solarstrahlungssensor
Solarstrom,-1,Solarstrom
Solartemperatur,-1,Solartemperatur
SolarVolt,-1,SolarVolt
SolarWatts,-1,SolarWatts
Solid Moisture,-1,Solid Moisture
Sonnenaufgang,-1,Sonnenaufgang
Sonneneinstrahlung,-1,Sonneneinstrahlung
Sonnensensor Referenz,-1,Sonnensensor Referenz
Sonnensensor Sonne,-1,Sonnensensor Sonne
Sonnenstand Azimut,-1,Sonnenstand Azimut
SDS011 - PM2.5 - particulate matter,-1,SDS011 - PM2.5 - particulate matter
Sonnenstand Elevation,-1,Sonnenstand Elevation
Sonnenstrahlung,-1,Sonnenstrahlung
Sonnenstrahlung (0-1023),-1,Sonnenstrahlung (0-1023)
Sonnenstärke,-1,Sonnenstärke
Taupunkt,-1,Taupunkt
Taupunkt außen,-1,Taupunkt außen
SHT85_5 Lufttemperatur A,-1,SHT85_5 Lufttemperatur A
Temperatur(mit Windeinfluss),-1,Temperatur(mit Windeinfluss)
Temperatur Tagesmittelwert,-1,Temperatur Tagesmittelwert
Temperatur Terrasse,-1,Temperatur Terrasse
Temperatur TV,-1,Temperatur TV
Temperatur Umgebung,-1,Temperatur Umgebung
Temperatur Umkleide,-1,Temperatur Umkleide
Temperatur Unten Eingang,-1,Temperatur Unten Eingang
Temperatur Vorratsraum,-1,Temperatur Vorratsraum
Temperatur Wasser,-1,Temperatur Wasser
Temperatur Wetterhütte,-1,Temperatur Wetterhütte
Temperatur(Beute),-1,Temperatur(Beute)
Temperatur(ohne Windeinfluss),-1,Temperatur(ohne Windeinfluss)
Taupunkt innen,-1,Taupunkt innen
Temperatur(Waabe),-1,Temperatur(Waabe)
Temperatur1,-1,Temperatur1
Temperatur10,-1,Temperatur10
Temperatur2,-1,Temperatur2
Temperatur2 (DPS310),-1,Temperatur2 (DPS310)
Temperatur3,-1,Temperatur3
Temperatur4,-1,Temperatur4
Temperatur5,-1,Temperatur5
Temperatur6,-1,Temperatur6
Temperatur7,-1,Temperatur7
rel. Luftfeuchte (Gerät),-1,rel. Luftfeuchte (Gerät)
Temperatur System,-1,Temperatur System
Temperatur SHTC1,-1,Temperatur SHTC1
rel. Luftfeuchte (HECA) wilg. wlot czujnika,-1,rel. Luftfeuchte (HECA) wilg. wlot czujnika
Temperatur II,-1,Temperatur II
Temperatur im Gehäuse,-1,Temperatur im Gehäuse
Temperatur im Nistkasten,-1,Temperatur im Nistkasten
Temperatur in Messstation,-1,Temperatur in Messstation
rel. Luftfeuchte (Wilgotonosc),-1,rel. Luftfeuchte (Wilgotonosc)
Temperatur Kraftraum,-1,Temperatur Kraftraum
Temperatur mit BMP180,-1,Temperatur mit BMP180
Temperatur Motor,-1,Temperatur Motor
Temperatur MPL3115A2,-1,Temperatur MPL3115A2
rel. Luftfeuchte (Wilgotnosc HECA),-1,rel. Luftfeuchte (Wilgotnosc HECA)
Temperatur Oben Geländer,-1,Temperatur Oben Geländer
rel. Luftfeuchte (umidità),-1,rel. Luftfeuchte (umidità)
Temperatur Pi,-1,Temperatur Pi
Temperatur SCD030,-1,Temperatur SCD030
rel. Luftfeuchte (SHT3x),-1,rel. Luftfeuchte (SHT3x)
Temperatur Schlafzimmer,-1,Temperatur Schlafzimmer
rel. Luftfeuchte (Humidity),-1,rel. Luftfeuchte (Humidity)
Temperatur Sensirion,-1,Temperatur Sensirion
Temperatur SFA30,-1,Temperatur SFA30
rel. Luftfeuchte (HECA) Wilgotność powietrza wlot do czujnika,-1,rel. Luftfeuchte (HECA) Wilgotność powietrza wlot do czujnika
Temperatur SHT,-1,Temperatur SHT
Temperatur8,-1,Temperatur8
Temperatur9,-1,Temperatur9
Temperatur_BMP280,-1,Temperatur_BMP280
Temperature T62,-1,Temperature T62
"rel. Luftdruck bei NN, BME280",-1,"rel. Luftdruck bei NN, BME280"
Temperature T64,-1,Temperature T64
"Temperature, BME280",-1,"Temperature, BME280"
"Temperature, BMP180",-1,"Temperature, BMP180"
"Temperature, ext",-1,"Temperature, ext"
"Temperature, HTU21D",-1,"Temperature, HTU21D"
"Temperature, int",-1,"Temperature, int"
TemperatureBME280,-1,TemperatureBME280
temperatureCelsius,-1,temperatureCelsius
TemperatureSCD41,-1,TemperatureSCD41
rel. Luftdruck,-1,rel. Luftdruck
Rel. luchtvochtigheid,-1,Rel. luchtvochtigheid
temperatureSHT,-1,temperatureSHT
TemperaturHDC,-1,TemperaturHDC
TemperaturPT1000,-1,TemperaturPT1000
TemperaturSCD,-1,TemperaturSCD
TemperaturSCD41,-1,TemperaturSCD41
Temperatursensor,-1,Temperatursensor
TemperaturSHT31,-1,TemperaturSHT31
TemperaturSHTC1,-1,TemperaturSHTC1
Temperture,-1,Temperture
Temperature T63,-1,Temperature T63
Temperature T61,-1,Temperature T61
Temperatur_DHT22,-1,Temperatur_DHT22
Temperature Outdoor (DS18B20),-1,Temperature Outdoor (DS18B20)
Temperatur_intern,-1,Temperatur_intern
Temperatur_SHT85,-1,Temperatur_SHT85
Temperatur_Um,-1,Temperatur_Um
Temperatura (Temperatur),-1,Temperatura (Temperatur)
Temperatura czujnika,-1,Temperatura czujnika
Temperatura pokojowa,-1,Temperatura pokojowa
Temperatura w szklarni,-1,Temperatura w szklarni
Temperatura zewnętrzna,-1,Temperatura zewnętrzna
rel. Luftfeuchte ( Wilgotnosć Powietrza ),-1,rel. Luftfeuchte ( Wilgotnosć Powietrza )
rel. Luftfeuchte ( Wilgotnosć HECA ),-1,rel. Luftfeuchte ( Wilgotnosć HECA )
Temperatura1,-1,Temperatura1
TemperaturBME,-1,TemperaturBME
Temperaturdifferenz,-1,Temperaturdifferenz
Temperature & Humidity,-1,Temperature & Humidity
Temperature (3.4°C offset),-1,Temperature (3.4°C offset)
Temperature / Lufttemperatur,-1,Temperature / Lufttemperatur
Temperature [AIR],-1,Temperature [AIR]
"Temperature [Water, -1m]",-1,"Temperature [Water, -1m]"
Temperature BME,-1,Temperature BME
Temperature Indoor (DS18B20),-1,Temperature Indoor (DS18B20)
Temperature of the sky (IR),-1,Temperature of the sky (IR)
rel. Luftfeuchte (zew),-1,rel. Luftfeuchte (zew)
Temperatur HTU21D,-1,Temperatur HTU21D
rel. Luftfeuchte - in Box,-1,rel. Luftfeuchte - in Box
Temp_BME680,-1,Temp_BME680
rel. Luftfeuchtigkeit - BME280,-1,rel. Luftfeuchtigkeit - BME280
Temp_Red,-1,Temp_Red
Temp_SCD30,-1,Temp_SCD30
rel. LuftfeuchteHDC,-1,rel. LuftfeuchteHDC
rel. Luftfeuchte_DHT22_defekt,-1,rel. Luftfeuchte_DHT22_defekt
rel. Luftfeuchte_DHT22,-1,rel. Luftfeuchte_DHT22
Temp_SCD40,-1,Temp_SCD40
Temp_SHT31,-1,Temp_SHT31
Temp_White,-1,Temp_White
TempAir,-1,TempAir
TempAnalog1,-1,TempAnalog1
TempAnalog2,-1,TempAnalog2
Temparatur,-1,Temparatur
Temparature,-1,Temparature
TempDS18B20,-1,TempDS18B20
Tempe,-1,Tempe
Temperatur ( Temperatura Powietrza ),-1,Temperatur ( Temperatura Powietrza )
Temperatur (1m über dem Boden),-1,Temperatur (1m über dem Boden)
Temperatur (am CO2 Sensor),-1,Temperatur (am CO2 Sensor)
Temperatur (aussen),-1,Temperatur (aussen)
Temperatur (DPS310),-1,Temperatur (DPS310)
Rel. Luftfeuchtigkeit Am2320,-1,Rel. Luftfeuchtigkeit Am2320
Temp_Black,-1,Temp_Black
"rel. luftfeuchte, luftfeuchtigkeit, luftfeuchte",-1,"rel. luftfeuchte, luftfeuchtigkeit, luftfeuchte"
rel. Luftfeuchtigkeit DHT22,-1,rel. Luftfeuchtigkeit DHT22
Taupunktdifferenz (Spread),-1,Taupunktdifferenz (Spread)
Taupunkttemperatur,-1,Taupunkttemperatur
Temeratur BME280,-1,Temeratur BME280
Temp - SCD30,-1,Temp - SCD30
Temp 1 (HDC),-1,Temp 1 (HDC)
Temp HECA,-1,Temp HECA
Temp ~ Air,-1,Temp ~ Air
rel.LuftfeuchtigkeitSHTC1,-1,rel.LuftfeuchtigkeitSHTC1
rel.LuftfeuchtigkeitSHT,-1,rel.LuftfeuchtigkeitSHT
rel.LuftfeuchtigkeitSCD,-1,rel.LuftfeuchtigkeitSCD
Temp ~ Battery,-1,Temp ~ Battery
TEMP-DS18b20,-1,TEMP-DS18b20
TEMP-SI7021,-1,TEMP-SI7021
Temp. Boden,-1,Temp. Boden
Temp. Luft,-1,Temp. Luft
Temp/RH,-1,Temp/RH
temp1,-1,temp1
temp2,-1,temp2
rel. Luftfreuchte,-1,rel. Luftfreuchte
rel. Luftfeutigkeit,-1,rel. Luftfeutigkeit
rel. Luftfeuchtigkeitn,-1,rel. Luftfeuchtigkeitn
Temperatur (drinnen),-1,Temperatur (drinnen)
Temperatur (Gerät),-1,Temperatur (Gerät)
Temperatur HDC1008,-1,Temperatur HDC1008
Temperatur - Messfühler,-1,Temperatur - Messfühler
Temperatur 1.5m,-1,Temperatur 1.5m
Temperatur 2m,-1,Temperatur 2m
Temperatur 5cm,-1,Temperatur 5cm
Temperatur AM2301,-1,Temperatur AM2301
Temperatur Am2320,-1,Temperatur Am2320
Temperatur BME,-1,Temperatur BME
Temperatur BMP 180,-1,Temperatur BMP 180
Temperatur BMP085,-1,Temperatur BMP085
Temperatur BMP180,-1,Temperatur BMP180
Temperatur BOX2,-1,Temperatur BOX2
Temperatur Chill,-1,Temperatur Chill
Temperatur Device,-1,Temperatur Device
Temperatur DHT11 BOX3,-1,Temperatur DHT11 BOX3
rel. Luftfeuchte 2m,-1,rel. Luftfeuchte 2m
Temperatur DHT11 BOX4,-1,Temperatur DHT11 BOX4
Temperatur DPS,-1,Temperatur DPS
Temperatur ESP32,-1,Temperatur ESP32
Temperatur Feinstaubsensor- Sonnig,-1,Temperatur Feinstaubsensor- Sonnig
Temperatur Gewaechshaus,-1,Temperatur Gewaechshaus
ping,-1,ping
rel. Luftfeuchte / Páratartalom,-1,rel. Luftfeuchte / Páratartalom
Temperatur / Hőmérséklet,-1,Temperatur / Hőmérséklet
Temperatur (zew),-1,Temperatur (zew)
Temperatur (HECA) komora,-1,Temperatur (HECA) komora
rel. Luftfeuchte BMP280,-1,rel. Luftfeuchte BMP280
Temperatur (HECA) temp. wlot czujnika,-1,Temperatur (HECA) temp. wlot czujnika
Temperatur (HECA) temperatura,-1,Temperatur (HECA) temperatura
Temperatur (Hochbeet),-1,Temperatur (Hochbeet)
Temperatur (im Gebäude ohne unmittelbare Sonneneinstrahlung),-1,Temperatur (im Gebäude ohne unmittelbare Sonneneinstrahlung)
rel. Luftfeuchte Unten Eingang,-1,rel. Luftfeuchte Unten Eingang
rel. Luftfeuchte TV,-1,rel. Luftfeuchte TV
Temperatur (Inbox),-1,Temperatur (Inbox)
rel. Luftfeuchte SHT,-1,rel. Luftfeuchte SHT
rel. Luftfeuchte Schlafzimmer,-1,rel. Luftfeuchte Schlafzimmer
Temperatur (Kräutergarten),-1,Temperatur (Kräutergarten)
Temperatur (MCP9808),-1,Temperatur (MCP9808)
Temperatur (Mittelwert),-1,Temperatur (Mittelwert)
rel. Luftfeuchte Gewaechshaus,-1,rel. Luftfeuchte Gewaechshaus
Temperatur (Outbox),-1,Temperatur (Outbox)
Temperatur (raw),-1,Temperatur (raw)
Temperatur (senseBox MCU),-1,Temperatur (senseBox MCU)
Temperatur (SHT35),-1,Temperatur (SHT35)
Temperatur (SHT3x),-1,Temperatur (SHT3x)
Temperatur (SI7051),-1,Temperatur (SI7051)
Temperatur (TSYS01),-1,Temperatur (TSYS01)
Temperatur (wew),-1,Temperatur (wew)
Pitch vom Magnetkompass Winkel zwischen Nord- Süd zur Horizontalen,-1,Pitch vom Magnetkompass Winkel zwischen Nord- Süd zur Horizontalen
Höhe (barometrisch),-1,Höhe (barometrisch)
Pienhiukkaset PM2.5,-1,Pienhiukkaset PM2.5
background,-1,background
AusrichtungHorizontal,-1,AusrichtungHorizontal
AusrichtungVertikal,-1,AusrichtungVertikal
Aussentemperatur,-1,Aussentemperatur
Außentemperatur,-1,Außentemperatur
Average Wind Speed (One Minute),-1,Average Wind Speed (One Minute)
B1 humidity,-1,B1 humidity
B1 pressure,-1,B1 pressure
B1 temperature,-1,B1 temperature
Background Radiation,-1,Background Radiation
dT,-1,dT
bar,-1,bar
Barametric Pressure,-1,Barametric Pressure
Barometer Pressure (BME280),-1,Barometer Pressure (BME280)
barromatric pressure,-1,barromatric pressure
Baterie,-1,Baterie
Batt,-1,Batt
Batterie,-1,Batterie
Batterie Leistung,-1,Batterie Leistung
Auslastung,-1,Auslastung
Audio Noise Level,-1,Audio Noise Level
Audio,-1,Audio
Attendance,-1,Attendance
Anderer,-1,Anderer
Anzahl,-1,Anzahl
Approx altitude,-1,Approx altitude
AQI Genauigkeit,-1,AQI Genauigkeit
AS3935 - Lightning Counter,-1,AS3935 - Lightning Counter
AS3935 - Lightnings counter,-1,AS3935 - Lightnings counter
AS3935 - Lightnings distance (avarage),-1,AS3935 - Lightnings distance (avarage)
AS3935 - Lightnings distance (average),-1,AS3935 - Lightnings distance (average)
AS3935 - Noise,-1,AS3935 - Noise
Atemluft,-1,Atemluft
Atemluft VOC Äquivalent,-1,Atemluft VOC Äquivalent
AtemluftVO2Aequiv,-1,AtemluftVO2Aequiv
Atlas Scientific - EC,-1,Atlas Scientific - EC
atm. Luftdruck2 BME,-1,atm. Luftdruck2 BME
atm. LuftdruckBME,-1,atm. LuftdruckBME
atm. Pressure,-1,atm. Pressure
AtmLuftdruck,-1,AtmLuftdruck
Batterie Level,-1,Batterie Level
Batterie Spannung,-1,Batterie Spannung
Batterie Status,-1,Batterie Status
Battery Charging Current,-1,Battery Charging Current
Battery percentage,-1,Battery percentage
Battery Temperatur,-1,Battery Temperatur
Battery voltage (Arduino),-1,Battery voltage (Arduino)
Battery voltage (Solar charger),-1,Battery voltage (Solar charger)
bauteile,-1,bauteile
Befehl,-1,Befehl
Behälterinhalt,-1,Behälterinhalt
Belechtungsstärke,-1,Belechtungsstärke
Belegt,-1,Belegt
Belegung der E-Bike Garage,-1,Belegung der E-Bike Garage
Beleuchtung,-1,Beleuchtung
Beleuchtung sichtbar,-1,Beleuchtung sichtbar
Beleuchtungsstärke [lx],-1,Beleuchtungsstärke [lx]
Beleuchtungsstärke des sichtbaren Lichts,-1,Beleuchtungsstärke des sichtbaren Lichts
Beleuchtungsstärke in Lux,-1,Beleuchtungsstärke in Lux
Beleuchtungsstärke LUX,-1,Beleuchtungsstärke LUX
Beleuchtungstärke,-1,Beleuchtungstärke
Battery Charging Power,-1,Battery Charging Power
Battery Capacity,-1,Battery Capacity
Batterie Wassersensor,-1,Batterie Wassersensor
Batteriestrom5,-1,Batteriestrom5
Batterie01,-1,Batterie01
Batterie02,-1,Batterie02
Batterie03,-1,Batterie03
Batterie04,-1,Batterie04
Batterie05,-1,Batterie05
Batterieladung,-1,Batterieladung
Batteriespannung,-1,Batteriespannung
Batteriespannung1,-1,Batteriespannung1
Batteriespannung2,-1,Batteriespannung2
Batteriespannung3,-1,Batteriespannung3
Batteriespannung4,-1,Batteriespannung4
Batteriespannung5,-1,Batteriespannung5
Batteriestand,-1,Batteriestand
Batteriestrom1,-1,Batteriestrom1
Batteriestrom2,-1,Batteriestrom2
Batteriestrom3,-1,Batteriestrom3
Batteriestrom4,-1,Batteriestrom4
Amount of rain,-1,Amount of rain
Ammoniak,-1,Ammoniak
Ammonia - NH3,-1,Ammonia - NH3
9A ph,-1,9A ph
9A Temperatur,-1,9A Temperatur
9A_Dexolved Oxygen AtlasScientific,-1,9A_Dexolved Oxygen AtlasScientific
9A_Humidity BME680,-1,9A_Humidity BME680
9A_Humidity SHT31 flex,-1,9A_Humidity SHT31 flex
9A_Illuminance,-1,9A_Illuminance
9A_pH AtlasScientific,-1,9A_pH AtlasScientific
9A_Pressure BME680,-1,9A_Pressure BME680
9A_Temperature BME680,-1,9A_Temperature BME680
9A_Temperature PT1000,-1,9A_Temperature PT1000
9A_Temperature SHT31 flex,-1,9A_Temperature SHT31 flex
9A_UV Index,-1,9A_UV Index
9A_UV Intensity,-1,9A_UV Intensity
9A_VOC,-1,9A_VOC
9b atm. Luftdruck,-1,9b atm. Luftdruck
9b Luftfeuchte,-1,9b Luftfeuchte
9b Lufttemperatur,-1,9b Lufttemperatur
9b rel. Luftfeuchte,-1,9b rel. Luftfeuchte
9A rel. Luftfeuchte,-1,9A rel. Luftfeuchte
9A Lufttemperatur,-1,9A Lufttemperatur
[BME280] Cisnienie atm. (Luftdruck),-1,[BME280] Cisnienie atm. (Luftdruck)
9A Luftfeuchte,-1,9A Luftfeuchte
8a Temperatur BME680,-1,8a Temperatur BME680
8A Temperatur2,-1,8A Temperatur2
8b atm. Luftdruck,-1,8b atm. Luftdruck
8b Beleuchtungsstärke Helligkeit,-1,8b Beleuchtungsstärke Helligkeit
8b Beleuchtungsstärke UV,-1,8b Beleuchtungsstärke UV
8b DO Altas Scientific,-1,8b DO Altas Scientific
8b Feuchtesensor Sensirion SHT31_2,-1,8b Feuchtesensor Sensirion SHT31_2
8B Humidity BME680,-1,8B Humidity BME680
8B Illuminance,-1,8B Illuminance
8b Luftfeuchte,-1,8b Luftfeuchte
8b Lufttemperatur,-1,8b Lufttemperatur
8B Pressure BME680,-1,8B Pressure BME680
8B Temperature BME680,-1,8B Temperature BME680
8b Temperatursensor Sensirion SHT31_2,-1,8b Temperatursensor Sensirion SHT31_2
8b VOC,-1,8b VOC
9,-1,9
9A atm. Luftdruck,-1,9A atm. Luftdruck
9b Temperatur,-1,9b Temperatur
[BME280] Temperatura,-1,[BME280] Temperatura
AmbientLight,-1,AmbientLight
"Air pressure / Luftdruck, BME280",-1,"Air pressure / Luftdruck, BME280"
Air-Quality_BME680,-1,Air-Quality_BME680
Akku,-1,Akku
Akkuladung,-1,Akkuladung
AkkuProzent,-1,AkkuProzent
Akkusp.,-1,Akkusp.
Akkuspannung,-1,Akkuspannung
Akkuspannung Terrasse,-1,Akkuspannung Terrasse
Akkuspannung Unten Eingang,-1,Akkuspannung Unten Eingang
Akkustand,-1,Akkustand
Akkustand (scheinbar kaputt),-1,Akkustand (scheinbar kaputt)
AkkuTemperatur,-1,AkkuTemperatur
AkkuVolt,-1,AkkuVolt
Akustische Temperatur,-1,Akustische Temperatur
Alarmanlage ausgelöst,-1,Alarmanlage ausgelöst
Alkohol,-1,Alkohol
Altitude Baromertic,-1,Altitude Baromertic
Ambient air temperature,-1,Ambient air temperature
Air pressure on sea level,-1,Air pressure on sea level
